S1;S2;S3;S4;S5;Timestamp
218;4;155;179;151;2016-12-28T12:45:00+03:00
19;50;196;181;192;2016-12-29T09:10:00+03:00
183;55;77;163;161;2016-12-29T18:05:00+03:00
164;117;70;72;139;2016-12-30T11:45:00+03:00
304;141;105;58;163;2016-12-18T16:30:00+03:00
287;98;36;148;94;2016-12-22T08:05:00+03:00
161;137;45;56;129;2017-01-15T11:05:00+03:00
161;5;19;47;27;2017-01-15T11:55:00+03:00
288;122;3;185;171;2016-09-06T05:00:00+03:00
303;183;2;0;94;2016-09-12T02:00:00+03:00
284;72;108;68;152;2016-09-15T11:00:00+03:00
262;199;104;38;100;2016-09-17T02:00:00+03:00
235;198;131;165;92;2016-09-19T12:00:00+03:00
236;180;192;30;188;2016-09-22T14:00:00+03:00
291;10;9;9;166;2016-09-30T03:00:00+03:00
234;134;60;84;30;2016-10-08T04:00:00+03:00
224;63;76;181;186;2016-10-08T09:00:00+03:00
243;106;150;133;99;2016-10-11T04:00:00+03:00
246;19;162;187;22;2016-10-19T03:00:00+03:00
889;81;10;2;181;2017-01-19T13:20:00+03:00
889;76;141;56;42;2017-01-19T23:45:00+03:00
689;41;27;47;25;2017-01-21T11:10:00+03:00
154;170;63;58;14;2017-01-03T20:15:00+03:00
159;115;103;192;29;2017-01-04T19:05:00+03:00
160;57;185;132;90;2017-01-05T08:15:00+03:00
165;113;174;102;189;2017-01-05T13:10:00+03:00
213;136;120;12;72;2017-02-25T19:40:00+03:00
206;79;0;191;80;2017-02-26T12:00:00+03:00
2088768578;196;182;198;167;2017-02-26T14:50:00+03:00
201;0;67;190;133;2017-02-21T01:05:00+03:00
212;119;117;53;183;2017-02-21T06:05:00+03:00
211;133;126;91;52;2017-02-22T21:30:00+03:00
211;37;24;74;1;2017-02-23T00:25:00+03:00
204;117;51;121;18;2017-02-23T05:55:00+03:00
233;176;123;41;184;2017-03-21T20:20:00+03:00
257;53;45;0;152;2017-03-22T10:00:00+03:00
206;170;45;93;156;2017-03-22T12:45:00+03:00
225;121;153;172;94;2017-03-23T16:10:00+03:00
198;115;147;192;130;2017-03-24T02:30:00+03:00
257;60;157;59;100;2017-03-30T18:20:00+03:00
28;22;97;95;43;2017-03-31T08:15:00+03:00
234;136;1;10;35;2017-02-18T19:10:00+03:00
204;193;155;183;129;2017-02-24T00:45:00+03:00
201;102;192;8;2;2017-02-25T05:05:00+03:00
191;67;162;35;95;2017-02-27T21:35:00+03:00
736;74;163;0;42;2017-01-22T13:25:00+03:00
200;188;118;77;75;2017-04-07T11:05:00+03:00
24;70;126;117;131;2017-04-09T03:35:00+03:00
255;12;79;122;12;2017-04-09T12:45:00+03:00
229;82;34;182;173;2017-04-10T10:15:00+03:00
227;61;152;189;49;2017-04-02T09:15:00+03:00
216;3;91;91;95;2017-04-03T10:50:00+03:00
235;0;149;151;135;2017-04-03T13:25:00+03:00
238;124;116;10;190;2017-04-03T14:55:00+03:00
253;95;128;111;64;2017-04-04T18:20:00+03:00
24;182;124;155;143;2017-04-05T20:50:00+03:00
199;157;182;119;144;2017-04-06T09:50:00+03:00
206;35;64;19;182;2017-04-06T14:50:00+03:00
195;53;52;173;65;2017-04-07T06:05:00+03:00
194;74;170;46;71;2017-04-07T07:10:00+03:00
233;15;172;170;143;2017-04-22T13:35:00+03:00
246;61;104;187;158;2017-04-22T16:40:00+03:00
28;102;109;51;79;2017-07-20T14:40:00+03:00
262;193;45;74;166;2017-07-22T03:10:00+03:00
148;131;82;57;74;2017-01-07T01:50:00+03:00
142;191;177;174;155;2017-01-07T05:00:00+03:00
132;197;103;77;110;2017-01-08T00:15:00+03:00
132;169;55;172;13;2017-01-08T01:40:00+03:00
130;68;64;66;2;2017-01-08T09:15:00+03:00
130;165;169;76;181;2017-01-08T09:45:00+03:00
134;31;100;26;136;2017-01-09T03:10:00+03:00
153;4;38;192;75;2017-01-09T19:35:00+03:00
151;57;123;89;37;2017-01-10T20:10:00+03:00
154;143;65;22;101;2017-01-11T14:15:00+03:00
16;123;65;197;169;2017-01-11T16:25:00+03:00
162;197;1;164;60;2017-01-11T19:55:00+03:00
189;25;32;132;193;2017-01-12T08:20:00+03:00
204;192;199;147;83;2017-01-13T02:05:00+03:00
198;70;20;114;143;2017-01-14T04:55:00+03:00
27;59;91;95;12;2017-07-22T21:15:00+03:00
2725081825;165;140;158;172;2017-07-22T21:30:00+03:00
258;28;199;185;61;2017-07-24T02:30:00+03:00
246;137;11;82;4;2017-07-24T06:55:00+03:00
235;31;12;111;44;2017-07-26T16:25:00+03:00
240;49;100;25;88;2017-07-28T08:55:00+03:00
254;53;47;104;35;2017-07-29T01:50:00+03:00
303;3;66;115;12;2017-07-08T02:25:00+03:00
279;67;155;82;79;2017-07-08T08:20:00+03:00
248;155;150;115;42;2017-07-10T10:20:00+03:00
248;102;152;150;75;2017-07-10T11:10:00+03:00
248;191;48;173;136;2017-07-10T19:05:00+03:00
266;140;192;189;97;2017-07-14T01:05:00+03:00
261;181;17;107;3;2017-07-14T15:40:00+03:00
250;73;111;151;195;2017-07-15T14:00:00+03:00
264;42;153;34;96;2017-07-16T16:25:00+03:00
246;106;164;159;128;2017-07-11T16:15:00+03:00
256;116;119;78;114;2017-07-11T19:05:00+03:00
260;87;102;191;103;2017-07-11T21:40:00+03:00
252;42;181;86;85;2017-07-12T07:25:00+03:00
259;175;138;33;25;2017-07-22T06:35:00+03:00
254;192;200;147;179;2017-07-22T08:50:00+03:00
225;110;172;138;62;2017-07-25T17:05:00+03:00
230;28;188;53;86;2017-07-25T20:00:00+03:00
261;106;23;175;18;2017-07-17T11:15:00+03:00
233;114;108;78;96;2017-07-01T09:45:00+03:00
227;186;11;100;136;2017-07-02T15:20:00+03:00
220;103;147;62;38;2017-07-03T03:25:00+03:00
240;27;10;190;18;2017-07-03T16:25:00+03:00
242;125;140;192;3;2017-07-04T06:30:00+03:00
301;62;192;191;148;2017-07-05T21:35:00+03:00
283;44;182;193;87;2017-07-06T10:20:00+03:00
300;86;119;34;6;2017-07-06T15:20:00+03:00
314;114;114;98;158;2017-07-07T01:15:00+03:00
309;71;167;40;38;2017-07-07T04:10:00+03:00
314;25;133;48;112;2017-07-07T15:50:00+03:00
271;125;84;199;60;2017-07-30T11:20:00+03:00
289;83;42;194;199;2017-07-30T21:30:00+03:00
265;104;193;83;34;2017-07-31T12:45:00+03:00
301;10;168;165;105;2017-08-03T00:05:00+03:00
292;104;110;116;66;2017-08-04T22:10:00+03:00
257;174;145;200;24;2017-08-06T04:30:00+03:00
235;20;136;105;156;2017-08-06T08:40:00+03:00
211;56;184;183;159;2017-08-07T08:55:00+03:00
232;14;52;66;79;2017-08-08T08:40:00+03:00
238;194;22;158;35;2017-08-13T06:15:00+03:00
245;173;4;72;97;2017-08-13T13:10:00+03:00
245;32;7;146;93;2017-08-14T03:00:00+03:00
232;152;194;188;200;2017-08-14T11:40:00+03:00
260;84;55;41;95;2017-08-14T15:55:00+03:00
276;192;6;40;30;2017-08-15T17:20:00+03:00
219;154;63;51;61;2017-08-09T06:50:00+03:00
204;122;75;111;25;2017-08-10T21:20:00+03:00
20;10;99;65;89;2017-08-11T14:25:00+03:00
269;57;16;2;84;2017-08-05T08:45:00+03:00
2725081825;54;177;8;161;2017-08-17T16:55:00+03:00
278;174;199;156;29;2017-08-17T23:30:00+03:00
257;11;92;130;13;2017-08-18T22:25:00+03:00
287;157;116;31;67;2017-07-30T23:35:00+03:00
28;1;53;169;18;2016-12-17T13:05:00+03:00
276;23;20;119;185;2017-05-23T02:05:00+03:00
281;174;122;123;180;2017-05-23T15:15:00+03:00
290;186;193;189;59;2017-05-23T19:05:00+03:00
29;110;114;152;59;2017-05-24T00:25:00+03:00
291;123;0;93;89;2017-05-25T13:25:00+03:00
301;173;15;40;77;2017-05-26T01:40:00+03:00
272;114;79;28;197;2017-05-26T05:30:00+03:00
272;167;107;106;150;2017-06-02T20:55:00+03:00
264;26;127;85;15;2017-06-03T01:45:00+03:00
262;137;19;71;22;2017-06-03T02:25:00+03:00
254;19;106;24;47;2017-06-03T06:15:00+03:00
303;95;188;114;135;2017-05-26T18:55:00+03:00
297;86;117;72;37;2017-05-27T06:40:00+03:00
30;1;188;181;54;2017-05-27T13:50:00+03:00
274;133;56;118;17;2017-05-28T07:25:00+03:00
290;6;157;28;102;2017-05-28T12:00:00+03:00
317;83;183;131;103;2017-05-28T19:30:00+03:00
300;3;76;38;17;2017-05-29T16:40:00+03:00
252;48;154;146;77;2017-05-30T10:15:00+03:00
242;76;82;50;103;2017-06-08T02:50:00+03:00
303;199;124;149;168;2017-06-09T20:35:00+03:00
298;148;46;159;189;2017-06-10T02:15:00+03:00
292;102;31;186;100;2017-06-10T05:20:00+03:00
303;188;123;13;2;2017-06-11T03:35:00+03:00
224;8;13;168;140;2017-08-22T10:15:00+03:00
289;158;146;69;82;2017-08-28T06:45:00+03:00
30;199;92;196;79;2017-08-30T08:55:00+03:00
2725081825;198;162;43;72;2017-08-31T04:25:00+03:00
238;123;101;174;155;2017-08-31T10:50:00+03:00
236;45;110;39;89;2017-08-31T12:55:00+03:00
256;57;99;185;72;2017-08-24T14:00:00+03:00
270;145;75;41;181;2017-08-25T01:35:00+03:00
29;73;115;10;105;2017-08-23T17:40:00+03:00
288;164;129;0;134;2017-08-23T21:20:00+03:00
251;185;125;80;140;2017-08-24T05:55:00+03:00
240;183;4;25;79;2017-08-19T06:55:00+03:00
237;41;95;14;25;2017-08-19T08:10:00+03:00
218;70;194;174;78;2017-08-21T00:15:00+03:00
2088768578;172;123;24;68;2017-08-21T13:10:00+03:00
243;187;87;130;32;2017-08-21T18:40:00+03:00
297;62;178;27;23;2017-08-29T14:50:00+03:00
261;141;138;143;61;2017-05-06T00:30:00+03:00
268;12;100;47;91;2017-05-06T05:50:00+03:00
269;141;174;133;89;2017-05-06T07:00:00+03:00
265;77;118;44;152;2017-05-07T07:55:00+03:00
2667198563;129;124;38;103;2017-05-07T17:15:00+03:00
239;39;133;154;132;2017-05-09T00:20:00+03:00
221;22;103;13;160;2017-05-09T11:50:00+03:00
221;49;161;184;164;2017-05-09T12:05:00+03:00
260;122;104;41;169;2017-05-16T02:20:00+03:00
270;45;59;180;138;2017-05-16T14:10:00+03:00
237;193;118;129;158;2017-05-19T00:30:00+03:00
220;37;98;116;38;2017-05-19T06:30:00+03:00
228;120;193;52;120;2017-05-21T04:05:00+03:00
193;129;67;30;199;2017-03-23T07:20:00+03:00
248;44;193;112;135;2017-07-10T07:55:00+03:00
250;8;54;85;67;2017-07-10T23:45:00+03:00
226;42;199;186;121;2017-07-11T08:50:00+03:00
256;4;48;106;178;2017-07-11T19:20:00+03:00
298;153;128;115;11;2017-07-05T23:45:00+03:00
288;175;75;136;187;2017-07-06T06:55:00+03:00
29;20;183;18;184;2017-07-06T11:15:00+03:00
297;56;129;175;109;2017-07-07T10:15:00+03:00
254;112;104;127;160;2017-07-15T02:50:00+03:00
241;93;42;192;88;2017-07-15T11:50:00+03:00
247;17;121;27;177;2017-07-15T13:25:00+03:00
255;186;144;135;106;2017-07-15T15:30:00+03:00
260;72;165;147;135;2017-07-15T17:45:00+03:00
289;165;79;19;185;2017-07-17T17:30:00+03:00
28;136;120;12;7;2017-06-26T08:35:00+03:00
259;43;17;14;173;2017-07-22T06:50:00+03:00
254;115;29;27;72;2017-07-22T09:30:00+03:00
264;92;24;0;9;2017-07-23T02:30:00+03:00
228;61;101;179;165;2017-07-25T05:30:00+03:00
217;176;155;109;121;2017-07-25T14:05:00+03:00
243;150;103;115;99;2017-08-06T07:50:00+03:00
24;23;11;178;131;2017-08-06T11:50:00+03:00
261;88;145;39;60;2017-08-06T20:55:00+03:00
21;22;63;66;98;2017-08-07T09:00:00+03:00
222;115;174;131;45;2017-08-07T10:25:00+03:00
253;54;162;86;160;2017-08-07T21:30:00+03:00
234;135;21;109;79;2017-08-08T16:05:00+03:00
2136941910;108;167;106;82;2017-08-10T02:05:00+03:00
204;55;19;64;180;2017-08-10T14:30:00+03:00
206;188;44;130;178;2017-08-10T18:05:00+03:00
195;121;127;68;57;2017-08-11T08:20:00+03:00
193;15;166;16;117;2017-08-11T10:20:00+03:00
204;185;33;109;120;2017-08-12T08:55:00+03:00
2;35;109;68;197;2017-08-12T16:45:00+03:00
242;6;6;30;111;2017-08-14T03:20:00+03:00
260;111;10;75;145;2017-08-02T09:00:00+03:00
274;57;42;102;188;2017-08-02T12:25:00+03:00
288;137;49;179;174;2017-07-30T18:10:00+03:00
239;188;161;94;6;2017-07-28T14:10:00+03:00
246;47;20;172;169;2017-07-28T16:25:00+03:00
236;20;53;53;191;2017-07-29T08:45:00+03:00
270;118;162;16;162;2016-12-27T10:45:00+03:00
19;136;193;71;144;2016-12-29T07:35:00+03:00
188;70;6;168;72;2016-12-29T11:20:00+03:00
169;4;10;199;168;2016-12-30T05:35:00+03:00
134;164;135;3;64;2017-01-01T02:35:00+03:00
132;73;61;85;151;2017-01-01T05:50:00+03:00
131;154;93;133;156;2017-01-01T07:25:00+03:00
129;20;0;53;72;2017-01-01T10:15:00+03:00
1281372452;38;20;26;49;2017-01-01T14:30:00+03:00
129;152;194;199;59;2017-01-02T11:45:00+03:00
126;81;13;164;110;2017-01-03T06:00:00+03:00
159;86;97;74;27;2017-01-04T18:40:00+03:00
15;53;113;113;46;2017-01-09T23:30:00+03:00
152;8;25;69;2;2017-01-11T12:05:00+03:00
154;129;66;100;54;2017-01-11T13:05:00+03:00
156;141;131;185;24;2017-01-11T17:00:00+03:00
180;139;185;47;66;2017-01-12T02:50:00+03:00
207;162;95;112;173;2016-12-23T21:15:00+03:00
232;18;149;19;88;2016-12-25T04:10:00+03:00
245;113;153;75;180;2016-12-26T07:20:00+03:00
2667198563;197;3;182;118;2016-12-26T21:40:00+03:00
265;35;55;88;164;2016-12-27T04:50:00+03:00
166;38;138;45;101;2017-01-06T02:25:00+03:00
15;85;166;43;185;2017-01-10T01:20:00+03:00
206;128;194;32;20;2017-08-11T20:25:00+03:00
207;7;137;95;148;2017-08-11T21:00:00+03:00
3;76;161;66;75;2017-06-17T17:50:00+03:00
347;190;49;177;99;2017-06-16T00:35:00+03:00
318;107;48;107;180;2017-06-22T09:15:00+03:00
343;37;169;187;84;2017-06-22T12:45:00+03:00
346;123;48;56;87;2017-06-22T13:15:00+03:00
336;147;182;116;93;2017-06-23T11:15:00+03:00
270;160;196;118;48;2016-08-13T01:00:00+03:00
318;156;153;146;180;2016-08-15T22:00:00+03:00
371;109;125;88;155;2016-09-13T17:00:00+03:00
195;174;155;126;123;2016-11-04T05:00:00+03:00
195;122;105;87;39;2016-11-06T20:00:00+03:00
21;142;75;177;124;2016-11-07T20:00:00+03:00
2725081825;38;11;161;101;2016-12-16T20:10:00+03:00
269;120;36;129;88;2016-12-17T00:20:00+03:00
274;7;142;132;115;2016-12-17T04:50:00+03:00
301;192;200;184;132;2016-12-17T21:50:00+03:00
299;118;149;48;114;2016-12-18T12:20:00+03:00
298;54;185;71;135;2016-12-18T13:00:00+03:00
301;82;177;60;140;2016-12-19T00:30:00+03:00
240;28;87;164;163;2016-12-24T02:40:00+03:00
223;12;168;108;71;2016-12-25T08:20:00+03:00
289;0;160;175;190;2016-09-25T12:00:00+03:00
288;39;31;26;175;2016-12-20T02:55:00+03:00
293;9;17;118;153;2016-12-21T14:50:00+03:00
290;69;42;161;24;2016-12-22T03:50:00+03:00
292;135;174;199;48;2016-12-22T06:30:00+03:00
226;139;128;188;182;2016-12-22T23:55:00+03:00
29;198;13;76;67;2016-09-30T05:00:00+03:00
2136941910;87;72;133;133;2016-10-03T04:00:00+03:00
240;120;120;144;163;2016-10-20T19:00:00+03:00
1367484856;34;30;114;55;2017-01-16T17:30:00+03:00
110;42;50;153;89;2017-01-18T03:15:00+03:00
994;40;196;134;43;2017-01-19T00:55:00+03:00
144;12;129;90;14;2017-01-09T09:20:00+03:00
148;192;23;109;87;2017-01-10T05:10:00+03:00
15;71;113;87;129;2017-01-10T13:05:00+03:00
196;81;32;41;144;2017-01-12T13:15:00+03:00
196;172;8;179;108;2017-01-14T01:55:00+03:00
145;182;104;28;151;2016-12-31T07:40:00+03:00
142;104;21;59;115;2016-12-31T10:15:00+03:00
139;172;184;4;78;2016-12-31T17:15:00+03:00
136;1;160;4;29;2017-01-01T00:05:00+03:00
130;40;122;139;28;2017-01-01T08:40:00+03:00
135;140;18;140;179;2017-01-01T17:05:00+03:00
1281372452;62;143;15;144;2017-01-02T20:20:00+03:00
1281372452;196;122;95;43;2017-01-03T01:00:00+03:00
129;80;84;126;151;2017-01-07T14:45:00+03:00
130;117;123;42;70;2017-01-08T12:35:00+03:00
171;155;82;102;39;2017-01-05T22:15:00+03:00
134;9;108;130;80;2017-01-08T19:10:00+03:00
132;57;188;166;140;2017-01-08T23:25:00+03:00
188;46;122;2;75;2017-01-14T09:00:00+03:00
154;51;181;191;167;2017-01-15T21:25:00+03:00
240;51;62;110;64;2017-08-19T07:15:00+03:00
232;190;124;96;50;2017-08-20T22:55:00+03:00
208;113;183;171;84;2017-08-21T13:00:00+03:00
223;85;138;22;99;2017-08-22T09:50:00+03:00
258;88;53;24;160;2017-08-22T15:25:00+03:00
290;41;12;52;46;2017-08-23T20:00:00+03:00
247;96;177;108;73;2017-08-24T07:35:00+03:00
304;122;188;118;133;2017-08-26T19:25:00+03:00
306;71;28;12;169;2017-08-26T22:40:00+03:00
300;50;75;38;136;2017-08-28T04:00:00+03:00
221;109;8;89;89;2017-04-21T15:05:00+03:00
236;88;107;103;185;2017-04-21T22:30:00+03:00
251;124;60;129;160;2017-04-22T18:00:00+03:00
2088768578;169;99;74;111;2017-04-24T06:25:00+03:00
233;148;20;3;41;2017-04-25T06:25:00+03:00
196;190;154;89;186;2017-04-25T23:15:00+03:00
211;36;156;183;129;2017-04-27T17:10:00+03:00
193;98;9;73;76;2017-04-27T21:20:00+03:00
189;21;14;72;56;2017-04-28T03:10:00+03:00
188;165;124;41;106;2017-04-28T03:25:00+03:00
2667198563;153;10;24;83;2017-05-06T14:50:00+03:00
263;0;139;81;16;2017-05-07T13:25:00+03:00
269;39;63;158;129;2017-05-07T20:00:00+03:00
264;134;86;5;96;2017-05-07T22:40:00+03:00
263;152;58;32;81;2017-05-08T00:20:00+03:00
237;74;102;197;69;2017-05-08T16:05:00+03:00
203;131;135;12;86;2017-04-28T17:25:00+03:00
179;183;86;168;168;2017-04-29T06:15:00+03:00
234;68;131;24;185;2017-04-29T23:40:00+03:00
229;156;124;33;4;2017-04-30T03:30:00+03:00
21;71;192;20;115;2017-05-01T02:05:00+03:00
2088768578;5;87;86;181;2017-05-01T04:10:00+03:00
204;179;200;175;128;2017-05-01T06:55:00+03:00
226;71;150;38;137;2017-05-01T20:20:00+03:00
2136941910;158;199;156;35;2017-05-02T16:00:00+03:00
204;180;160;193;8;2017-05-03T01:25:00+03:00
195;3;3;48;36;2017-05-03T03:30:00+03:00
191;16;196;101;95;2017-05-03T09:30:00+03:00
221;69;84;85;71;2017-05-04T01:10:00+03:00
228;144;26;168;29;2017-05-04T06:55:00+03:00
246;76;136;91;167;2017-06-01T06:15:00+03:00
269;82;177;147;181;2017-06-03T00:25:00+03:00
249;184;11;101;7;2017-06-03T21:15:00+03:00
236;78;38;110;46;2017-06-05T05:50:00+03:00
24;87;82;119;192;2017-06-06T01:50:00+03:00
270;6;141;27;187;2017-05-18T12:55:00+03:00
271;24;159;163;27;2017-05-18T13:50:00+03:00
261;92;70;149;151;2017-05-18T20:15:00+03:00
226;79;73;95;190;2017-05-19T16:45:00+03:00
230;197;108;154;198;2017-05-19T19:55:00+03:00
292;173;194;116;52;2017-05-28T12:20:00+03:00
315;98;65;138;172;2017-05-28T18:55:00+03:00
3;181;110;198;128;2017-05-29T01:10:00+03:00
284;0;59;110;46;2017-05-30T00:45:00+03:00
2725081825;150;21;115;14;2017-05-30T03:55:00+03:00
259;125;176;198;23;2017-05-30T12:20:00+03:00
258;26;22;56;99;2017-05-31T15:45:00+03:00
225;41;108;90;16;2017-06-06T13:40:00+03:00
251;166;54;94;43;2017-06-07T19:40:00+03:00
254;102;5;3;144;2017-06-08T12:10:00+03:00
294;1;32;29;162;2017-06-11T09:30:00+03:00
247;61;13;23;179;2017-05-22T10:30:00+03:00
285;23;191;29;162;2017-05-23T00:25:00+03:00
294;135;70;81;187;2017-05-24T17:15:00+03:00
300;45;115;65;200;2017-05-24T21:45:00+03:00
316;128;35;21;139;2017-05-27T18:40:00+03:00
316;86;167;16;40;2017-05-27T23:10:00+03:00
3;92;103;98;0;2017-05-25T16:55:00+03:00
321;47;11;24;23;2017-06-25T01:15:00+03:00
320;198;192;111;98;2017-06-25T17:45:00+03:00
304;27;7;165;115;2017-06-26T03:15:00+03:00
354;168;80;11;132;2017-06-11T19:55:00+03:00
359;10;142;105;95;2017-06-11T23:05:00+03:00
350;140;101;107;55;2017-06-12T00:30:00+03:00
329;200;81;99;146;2017-06-12T04:15:00+03:00
305;91;10;38;78;2017-06-15T01:05:00+03:00
296;134;0;40;189;2017-06-16T12:15:00+03:00
310;1;62;122;124;2017-06-18T13:50:00+03:00
336;43;63;65;100;2017-06-18T19:10:00+03:00
329;19;72;94;161;2017-06-19T02:50:00+03:00
361;176;92;47;8;2017-06-20T15:45:00+03:00
271;43;1;58;93;2017-07-22T23:25:00+03:00
259;133;78;67;132;2017-07-23T05:25:00+03:00
2;105;84;13;137;2017-07-25T01:45:00+03:00
235;96;0;182;191;2017-07-27T09:50:00+03:00
252;54;164;22;22;2017-07-28T01:45:00+03:00
252;130;175;121;177;2017-07-28T18:20:00+03:00
241;51;102;176;99;2017-07-04T09:35:00+03:00
241;155;70;137;7;2017-07-04T11:20:00+03:00
27;183;55;69;173;2017-07-04T20:35:00+03:00
283;85;176;110;61;2017-07-06T09:30:00+03:00
308;178;109;49;143;2017-07-18T18:15:00+03:00
301;28;0;115;125;2017-07-19T18:20:00+03:00
28;57;194;113;98;2017-07-20T13:25:00+03:00
28;99;31;200;130;2017-07-20T21:55:00+03:00
270;33;159;168;33;2017-07-21T17:45:00+03:00
263;143;53;54;25;2017-07-13T15:50:00+03:00
258;15;120;115;123;2017-07-14T05:15:00+03:00
265;122;105;58;110;2017-07-14T17:40:00+03:00
246;35;195;196;76;2017-07-15T05:25:00+03:00
239;100;122;13;42;2017-07-15T11:15:00+03:00
265;137;178;39;59;2017-07-17T04:00:00+03:00
263;78;73;69;10;2017-07-10T03:30:00+03:00
228;69;172;163;90;2017-07-11T11:05:00+03:00
322;9;133;77;79;2017-07-07T23:20:00+03:00
280;120;68;146;49;2017-07-08T07:45:00+03:00
254;156;153;72;163;2017-07-09T06:55:00+03:00
252;7;23;105;145;2017-07-09T07:45:00+03:00
263;125;7;176;96;2017-07-12T15:00:00+03:00
260;16;90;127;189;2017-07-13T03:00:00+03:00
274;62;104;55;92;2017-07-16T20:15:00+03:00
246;136;133;3;17;2017-07-01T00:20:00+03:00
225;117;190;164;139;2017-07-02T18:40:00+03:00
251;185;41;193;31;2017-07-03T23:15:00+03:00
249;65;69;52;36;2017-07-04T00:50:00+03:00
246;122;161;130;130;2017-07-04T03:30:00+03:00
288;122;149;108;90;2017-07-29T21:00:00+03:00
287;172;53;118;157;2017-07-29T22:20:00+03:00
289;102;110;92;35;2017-07-30T19:00:00+03:00
28;28;163;183;176;2017-07-31T02:40:00+03:00
28;190;100;122;65;2017-07-31T04:55:00+03:00
266;92;67;58;62;2017-07-31T13:30:00+03:00
266;136;128;51;49;2017-07-31T13:45:00+03:00
274;123;31;162;151;2017-08-01T16:15:00+03:00
217;17;179;118;105;2017-08-09T13:15:00+03:00
223;110;9;50;31;2017-08-09T21:00:00+03:00
222;144;127;96;181;2017-08-09T21:40:00+03:00
20;24;154;163;177;2017-08-11T00:25:00+03:00
199;179;96;124;11;2017-08-11T02:30:00+03:00
204;167;147;146;144;2017-08-11T18:35:00+03:00
205;129;125;78;177;2017-08-11T20:00:00+03:00
272;185;65;97;91;2017-08-05T21:40:00+03:00
243;33;79;130;46;2017-08-06T11:30:00+03:00
254;80;64;85;29;2017-08-06T16:00:00+03:00
253;68;119;178;130;2017-08-07T21:25:00+03:00
239;105;167;70;35;2017-08-13T06:25:00+03:00
228;197;143;57;72;2017-08-14T06:30:00+03:00
230;121;197;175;118;2017-08-14T11:05:00+03:00
263;198;15;78;196;2017-08-17T14:40:00+03:00
266;185;79;53;56;2017-08-17T15:25:00+03:00
28;122;182;20;60;2017-08-18T01:10:00+03:00
258;0;151;35;55;2017-08-18T17:15:00+03:00
271;148;110;68;158;2017-08-17T00:35:00+03:00
265;104;150;189;101;2017-08-02T06:35:00+03:00
280;53;69;104;9;2017-08-02T13:50:00+03:00
296;12;185;133;125;2017-08-03T06:30:00+03:00
295;64;166;38;98;2017-08-03T06:50:00+03:00
219;70;7;9;48;2017-05-09T08:55:00+03:00
246;126;51;184;37;2017-05-10T02:10:00+03:00
258;186;167;65;15;2017-05-10T15:05:00+03:00
263;110;167;90;64;2017-05-11T22:25:00+03:00
247;134;140;190;181;2017-08-07T03:05:00+03:00
242;127;36;24;4;2017-08-07T04:45:00+03:00
2;119;200;73;145;2017-08-07T12:15:00+03:00
240;11;129;103;146;2017-08-08T03:15:00+03:00
240;72;145;127;20;2017-08-08T19:45:00+03:00
2136941910;2;24;128;197;2017-08-10T02:25:00+03:00
239;73;8;170;93;2017-08-12T19:25:00+03:00
24;185;53;106;16;2017-08-14T02:55:00+03:00
255;80;112;35;36;2017-08-18T05:20:00+03:00
257;123;43;135;115;2017-08-18T21:40:00+03:00
256;170;46;62;128;2017-08-19T01:20:00+03:00
287;121;77;137;23;2017-06-28T13:50:00+03:00
288;179;9;165;8;2017-06-28T14:45:00+03:00
257;42;49;147;145;2017-06-30T16:05:00+03:00
221;143;145;187;149;2017-07-02T07:15:00+03:00
225;162;174;76;105;2017-07-02T18:10:00+03:00
225;92;47;96;188;2017-07-02T19:25:00+03:00
266;160;156;117;119;2017-07-12T16:30:00+03:00
262;110;200;178;197;2017-07-14T03:20:00+03:00
257;136;116;163;39;2017-07-14T13:15:00+03:00
240;66;162;52;126;2017-07-04T08:25:00+03:00
240;92;93;99;89;2017-07-04T10:30:00+03:00
254;97;132;193;54;2017-07-05T08:10:00+03:00
294;179;136;41;145;2017-07-06T13:35:00+03:00
309;68;153;113;68;2017-07-06T18:20:00+03:00
320;164;194;80;120;2017-07-07T17:25:00+03:00
316;122;66;193;185;2017-06-25T03:45:00+03:00
317;7;82;80;35;2017-06-25T15:55:00+03:00
316;70;112;176;82;2017-06-25T16:00:00+03:00
326;64;86;126;72;2017-06-25T19:20:00+03:00
291;138;78;67;169;2017-06-26T04:45:00+03:00
340;13;134;187;92;2017-06-18T20:05:00+03:00
317;5;185;42;107;2017-06-19T10:45:00+03:00
330;171;136;18;173;2017-06-19T13:25:00+03:00
352;40;64;184;86;2017-06-19T17:30:00+03:00
359;130;140;79;132;2017-06-19T23:00:00+03:00
358;191;34;33;1;2017-06-21T01:25:00+03:00
337;12;95;107;49;2017-06-21T06:20:00+03:00
334;79;89;150;109;2017-06-21T09:00:00+03:00
38;53;9;8;57;2017-06-21T20:35:00+03:00
246;71;166;97;132;2017-07-11T01:55:00+03:00
228;93;173;16;169;2017-07-11T10:35:00+03:00
261;74;112;112;200;2017-07-05T05:35:00+03:00
2725081825;156;97;194;55;2017-08-01T22:45:00+03:00
